,store,sido,gungu,store_address,store_phone
948,로하스점,대전,대덕구,대전 대덕구 대덕대로 1583,042-936-2000
949,도안목원대점,대전,유성구,대전 유성구 원신흥남로 58,042-826-4492
950,비래가양점,대전,대덕구,대전 대덕구 우암로 412,042-621-9982
951,부사점,대전,중구,대전 중구 대종로316번길 2,042-253-3588
952,둔산녹원점,대전,서구,대전 서구 계룡로491번길 28,042-485-7778
953,타임월드점,대전,서구,대전 서구 갈마역로 10,042-471-6656
954,전민점,대전,유성구,대전 유성구 전민로38번길 33,042-861-9005
955,도마점,대전,서구,대전 서구 도솔로 137,042-528-9238
956,대전성남점,대전,동구,대전 동구 성남로 28,042-673-9044
957,둔산점,대전,서구,대전 서구 둔산북로 175,042-482-7979
958,중리점,대전,대덕구,대전 대덕구 중리남로 48,042-622-9266
959,송촌2점,대전,대덕구,대전 대덕구 동춘당로54번길 40-6,042-622-9233
960,갈마점,대전,서구,대전 서구 갈마중로7번길 29,042-525-5163
961,신인점,대전,동구,대전 동구 계족로 87,042-283-4338
962,덕암점,대전,대덕구,대전 대덕구 덕암로 222,042-933-1212
963,용운점,대전,동구,대전 동구 용운로147번길 123,042-284-8266
964,관저1점,대전,서구,대전 서구 도안남로 148,042-545-3392
965,태평점,대전,중구,대전 중구 수침로55번길 7,042-525-6720
966,용두점,대전,중구,대전 중구 중앙로 13번길 63,042-256-9595
967,대전목동점,대전,중구,대전 중구 목동로48-1,042-254-7777
968,송촌1점,대전,대덕구,대전 대덕구 계족로690번길 21 선비마을1단지상가 104,042-672-9911
969,괴정점,대전,서구,대전 서구 도산로369번길 91,042-536-0124
970,대전산호점,대전,서구,대전 서구 계룡로571번길 65 상가 103호,042-488-2285
971,하남점,광주,광산구,광주 광산구 월곡반월로 28(월곡동 1동),062-951-5912
972,주월점,광주,남구,광주 남구 서문대로 749번길 15-1(주월동),062-673-7334
973,운암점,광주,북구,광주 북구 운암1동 930-8,062-531-4898
974,양산첨단2점,광주,북구,광주 북구 임방울대로1041번길 24(용두동 1층),062-574-8292
975,송하점,광주,남구,광주 남구 송하동 258-7,062-676-9252
976,광주송정점,광주,광산구,"광주 광산구 송도로 319, 1층(송정동)",062-941-9979
977,문흥점,광주,북구,광주 북구 대천로 139번길 8-7(문흥동),062-267-8511
978,두암타운점,광주,동구,광주 동구 산수동 밤실로 147 (두암타운상가 105호),062-261-2962
979,영주1점,경북,영주시,경북 영주시 대학로 261번길 36(가흥동),054-631-7711
980,신안점,경북,안동시,경북 안동시 안막동 69-9,054-852-4273
981,의성점,경북,의성군,경북 의성군 의성읍 문소1길 117,054-832-6225
982,성동점,경북,상주시,경북 상주시 성동 193 - 3 번지,054-536-1442
983,낙양점,경북,상주시,경북 상주시 낙양동 199-1,054-535-0599
984,휴천점,경북,영주시,경북 영주시 영주로 330번길 56(휴천동),054-636-9636
985,진보점,경북,청송군,경북 청송군 진보면 진안79-2,054-874-2646
986,점촌점,경북,문경시,경북 문경시 모전동 52-9,054-552-5882
987,예천점,경북,예천군,경북 예천군 예천읍 효자로 65,054-653-8892
988,법원점,경북,포항시,경북 포항시 북구 법원로 154 (양덕동),054-252-9946
989,평해점,경북,울진군,경북 울진군 평해읍 평해로 58,054-787-8483
990,황성점,경북,경주시,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차,054-773-9992
991,시래점,경북,경주시,경북 경주시 구매3길 28(시래동),054-771-7980
992,안강점,경북,경주시,경북 경주시 안강읍 비화원로 85,054-761-0087
993,보문점,경북,경주시,경북 경주시 신평동 150-9,054-748-7484
994,영천점,경북,영천시,경북 영천시 야사동 283-38,054-334-9709
995,포항오천점,경북,포항시,경북 포항시 남구오천읍용덕리322-15,054-293-9912
996,연일점,경북,포항시,경북 포항시 남구 연일읍 철강로25번길 52,054-278-9907
997,동해점,경북,포항시,경북 포항시 남구동해면 약전1리291-1,054-284-4957
998,효자점,경북,포항시,경북 포항시 남구 효자동 308-16,054-282-3324
999,흥해점,경북,포항시,경북 포항시 북구 흥해읍 흥해로 21,054-261-7786
1000,환호점,경북,포항시,경북 포항시 북구환호동512-7,054-252-6588
1001,기계점,경북,포항시,경북 포항시 북구 기계면 현내리 404-5,054-246-0088
1002,감포점,경북,경주시,경북 경주시 감포읍 감포리 50-2,054-777-3457
1003,달전점,경북,포항시,경북 포항시 북구 흥해읍 달전로 365,054-261-7892
1004,충효점,경북,경주시,경북 경주시 충효녹지길 128-9(충효동),054-742-8285
1005,아화점,경북,경주시,경북 경주시 서면 내서로 406,054-751-0331
1006,신암점,대구,동구,대구 동구 아양로15길 49,053-958-3999
1007,성주점,경북,성주군,경북 성주군 성주읍 성산리 2098-2번지,054-931-9292
1008,진량점,경북,경산시,경북 경산시 진량읍 신상리 205-1,053-851-9959
1009,효신점,대구,동구신천4동436-7,대구 동구신천4동436-7,053-756-6114
1010,대구범어점,대구,수성구,대구 수성구 범어4동114-1,053-745-5598
1011,진천사랑점,대구,달서구,대구 달서구 월배로 32-1 진천우체국,053-643-0006
1012,화원점,대구,달성군,대구 달성군 화원읍 비슬로523길4-5,053-636-9992
1013,상인점,대구,달서구,대구 달서구 상인동 1474-1 보성산호상가 102호,053-636-4333
1014,대명1점,대구,남구,"대구 남구 안골길 15,1층",053-622-9888
1015,논공점,대구,달성군,대구 달성군 논공읍 북리 803-142,053-615-0697
1016,현풍점,대구,달성군,대구 달성군 현풍면 중리295-1,053-611-9233
1017,감삼점,대구,달서구,대구 달서구 감삼동205-12,053-566-0292
1018,대구신천점,대구,동구,대구 동구 신천동633 동신우방상가108-108,053-422-9277
1019,방촌점,대구,동구,대구 동구 방촌동902-7 현대상가,053-984-3185
1020,시지1점,대구,수성구,대구 수성구 노변공원로1길 6-5(시지동),053-793-9960
1021,두류점,대구,달서구,대구 달서구 야외음악당로 163,053-654-2064
1022,대명계대점,대구,남구,대구 남구 대명3동2262-47번지,053-652-9982
1023,명곡점,대구,달성군,대구 달성군 화원읍 명곡로 12-5,053-644-9902
1024,죽곡점,대구,달성군,대구 달성군 다사읍 대실역남로 4길 30-26,053-586-8870
1025,왜관점,경북,칠곡군,경북 칠곡군 왜관읍왜관리774,054-971-4110
1026,석적중리점,경북,칠곡군,경북 칠곡군 석적읍 중리201-10,054-971-3825
1027,용산점,대구,달서구,"대구 달서구 와룡로49길 103,1층",053-563-9997
1028,서재점,대구,달성군,대구 달성군 다사읍 서재리 서재로 108,053-585-8145
1029,성서1점,대구,달서구,대구 달서구 이곡동 752-19,053-581-1256
1030,고아점,경북,구미시,경북 구미시 고아읍 오로리 460-1에덴상가 203호,054-481-3006
1031,옥계점,경북,구미시,경북 구미시 구포동671-2,054-475-9950
1032,산동점,경북,구미시,경북 구미시 산동면 강동로 1028-6,054-475-8299
1033,진평점,경북,구미시,경북 구미시 진평동458,054-471-1741
1034,구미1호점,경북,구미시,경북 구미시 신평1동150-17,054-463-4545
1035,상모점,경북,구미시,경북 구미시 사곡로5길 11,054-462-9982
1036,원평점,경북,구미시,경북 구미시 남통동14-44,054-458-6117
1037,도량점,경북,구미시,경북 구미시 도량동245-2,054-442-1414
1038,원호점,경북,구미시,경북 구미시 고아읍 원호리 449번지,054-441-1033
1039,대곡점,경북,김천시,경북 김천시 부곡동 990-2,054-437-8292
1040,직지점,경북,김천시,경북 김천시 대항면복전리548-32,054-436-8998
1041,신음점,경북,김천시,경북 김천시 신음동1302-5,054-433-9233
1042,인의황상점,경북,구미시,경북 구미시 여헌로14길 10,054-474-7940
1043,덕곡율곡점,경북,김천시,경북 김천시 아포대로 22,054-437-9992
1044,아포점,경북,김천시,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
1045,지좌점,경북,김천시,경북 김천시 황산2길 36 (지좌동),054-434-1919
1046,팔달점,대구,서구,대구 서구 서대구로68길 58(비산동),053-352-9959
1047,칠곡2지구점,대구,북구,대구 북구 구암동 684-5,053-326-9949
1048,대구태전점,대구,북구,"대구 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
1049,회원점,경남,창원시,경남 창원시 마산회원구 회원동 29-15,055-244-0116
1050,하동점,경남,하동군,경남 하동군 하동읍 중앙2길 10-4,055-884-1377
1051,팔용점,경남,창원시,경남 창원시 의창구 팔용동 194-7 1층,055-297-9218
1052,태룡점,경남,밀양시,경남 밀양시 단장면 태룡리 407-5,055-356-0274
1053,칠원점,경남,함안군,경남 함안군 칠원읍 구성길3,055-587-3037
1054,진성점,경남,진주시,"경남 진주시 진성면 동부로 1348, 2층",055-758-3236
1055,지산점,경남,창원시,경남 창원시 마산합포구 진북면 지산리 250-16,055-271-4348
1056,지곡점,경남,함양군,경남 함양군 지곡면 병곡지곡로 963-1,055-963-6050
1057,주공점,경남,거제시,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)",055-687-6333
1058,장평점,경남,거제시,경남 거제시 장평동 626-8,055-637-1950
1059,자은점,경남,창원시,경남 창원시 진해구 자은동 975-12 1층 102호,055-551-9991
1060,자산점,경남,창원시,경남 창원시 마산합포구 자산동 189-3,055-248-1581
1061,일반성점,경남,진주시,경남 진주시 일반성면 창촌리 47-1,055-754-6786
1062,위천점,경남,거창군,경남 거창군 위천면 장기리 418-18,055-942-6102
1063,창원웅천점,경남,창원시,경남 창원시 진해구 북부동 560-4 대풍연립 101,055-545-1996
1064,웅양점,경남,거창군,경남 거창군 웅양면 웅양로 1428,055-942-8858
1065,용원점,경남,창원시,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호,055-552-1881
1066,옥포점,경남,거제시,경남 거제시 옥포동 546-18,055-687-9292
1067,옥수점,경남,거제시,경남 거제시 능포동 717-2,055-681-9252
1068,안의점,경남,함양군,경남 함양군 안의면 금천리 160-5,055-962-0185
1069,신반점,경남,의령군,경남 의령군 부림면 신반리 168-9,055-574-7709
1070,수월점,경남,거제시,"경남 거제시 수양로 494, 1층 101(일부)호(양정동)",055-636-9297
1071,수산점,경남,밀양시,경남 밀양시 하남읍 시서상가길 11,055-391-5008
1072,수동점,경남,함양군,경남 함양군 수동면 화산리 1201-6,055-963-2292
1073,상봉점,경남,진주시,경남 진주시 북장대로 81번길 11(상봉동),055-746-9253
1074,삼랑진점,경남,밀양시,경남 밀양시 삼랑진읍 만어로 8-4 1층,055-351-2305
1075,창원삼계점,경남,창원시,경남 창원시 마산회원구 내서읍 삼계리 637번지,055-232-9222
1076,산호점,경남,창원시,경남 창원시 마산합포구 산호남로 6(산호동),055-245-0272
1077,산청점,경남,산청군,경남 산청군 산청읍 친환경로 2668,055-973-7323
1078,사곡점,경남,거제시,"경남 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)",055-633-7060
1079,봉평점,경남,통영시,"경남 통영시 데메4길 45, 1호(도남동,세인상가)",055-644-9290
1080,반림점,경남,창원시,경남 창원시 성산구 중앙동 74-6 1층 B호,055-261-3266
1081,동마산점,경남,창원시,경남 창원시 마산회원구 합성동 13길 57 1층,055-295-6422
1082,대산점,경남,함안군,경남 함안군 대산면 대산중앙로 214,055-582-8521
1083,창원대방점,경남,창원시,경남 창원시 성산구 대정로131,055-275-9917
1084,남해점,경남,남해군,경남 남해군 남해읍 화전로78번길 17,055-864-5894
1085,남면점,경남,남해군,경남 남해군 남면 남서대로 777,055-862-7574
1086,남해이동점,경남,남해군,경남 남해군 이동면 무림로 81-1,055-863-0840
1087,군북점,경남,함안군,경남 함안군 군북면 중암리 60-1,055-585-9200
1088,구조라점,경남,거제시,경남 거제시 일운면 구조라리 375,055-681-9797
1089,구암점,경남,창원시,경남 창원시 마산회원구 구암북2길 6(구암동),055-299-2450
1090,공단점,경남,진주시,경남 진주시 상평동 227 동국1차(아)상가 102,055-758-3534
1091,거제고현점,경남,거제시,경남 거제시 거제중앙로27길 15(고현동),055-635-7649
1092,거창점,경남,거창군,경남 거창군 거창읍 상림리 42-10,055-944-4776
1093,가야점,경남,함안군,경남 함안군 가야읍 도항리 95-1 1층,055-583-8021
1094,소주동점,경남,양산시,경남 양산시 대평들2길 17(주남동),055-362-2918
1095,덕계점,경남,양산시,경남 양산시 덕계2길 20(덕계동),055-363-9901
1096,무계점,경남,김해시,"경남 김해시 장유로 301번길 3, 207호(무계동,청학프라자)",055-322-8886
1097,율하점,경남,김해시,"경남 김해시 율하2로 123, 113동 106호(율하동,율현마을동원로얄듀크아파트1차상가)",055-321-9288
1098,갑오점,경남,김해시,경남 김해시 장유면 대청리 332-4 대청프라자 A-218,055-332-7891
1099,진영신도시점,경남,김해시,경남 김해시 진영읍 김해대로 365번길 18,055-342-6080
1100,김해명동점,경남,김해시,경남 김해시 한림면 명동로 7,055-345-2864
1101,생림점,경남,김해시,경남 김해시 생림면 생림대로 960,055-323-3980
1102,삼계점,경남,김해시,경남 김해시 가야로30번길 17(삼계동),055-333-9282
1103,경남외동점,경남,김해시,경남 김해시 외동 1246-3,055-331-1444
1104,부원점,경남,김해시,경남 김해시 가락로23번길7,055-322-9290
1105,어방점,경남,김해시,"경남 김해시 활천로 214번길5,101호(어방동,송대아트빌라)",055-327-8292
1106,삼방시장점,경남,김해시,경남 김해시 삼안로 237(삼방동),055-312-8255
1107,내원점,경남,양산시,경남 양산시 하북면 용연리 510-4,055-375-3692
1108,석계점,경남,양산시,경남 양산시 상북면 상북중앙로 349,055-374-7723
1109,어곡점,경남,양산시,경남 양산시 어곡동 9-3,055-367-9298
1110,양산1호점,경남,양산시,경남 양산시 북부동 428-8,055-366-5592
1111,범어점,경남,양산시,경남 양산시 물금읍 동중1길 28,055-367-9494
1112,화도가곡점,경기,남양주시,경기 남양주시 화도읍 비룡로 331,031-593-0808
1113,마석점,경기,남양주시,경기 남양주시 화도읍 마석로17번 안길 1-4,031-593-4045
1114,평내점,경기,남양주시,경기 남양주시 평내동 142,031-591-0993
1115,퇴계원점,경기,남양주시,경기 남양주시 퇴계원면 퇴계원로 78번길 1,031-572-1999
1116,오남점,경기,남양주시,"경기 남양주시 오남읍 진건오남로512번길 23, 110호~111호",031-513-9292
1117,광릉점,경기,남양주시,경기 남양주시 진접읍 부평로 42(진접센트레빌시티),031-515-1092
1118,광적점,경기,양주시,경기 양주시 광적면 가래비길 67,031-836-9191
1119,은현점,경기,양주시,경기 양주시 은현면 선암리 335-1,031-867-6966
1120,문산점,경기,파주시,"경기 파주시 문산읍 우계로 472, 1동 104호(두산위브상가)",031-953-9233
1121,봉일천점,경기,파주시,경기 파주시 조리읍 봉천로 18,031-941-0444
1122,교하점,경기,파주시,"경기 파주시 청석로 334, 102호(다율동, 청석마을동문굿모닝힐상가)",031-946-9955
1123,가좌대화점,경기,고양시,경기 고양시 일산서구 가좌1로 73,031-921-9248
1124,탄현점,경기,고양시,경기 고양시 일산서구 일현로 122 (동성상가 103호,031-919-9201
1125,풍동점,경기,고양시,경기 고양시 일산동구 숲속마을1로 48번길 42 103호,031-904-8592
1126,백석점,경기,고양시,경기 고양시 일산동구 강촌로 144,031-908-9292
1127,고양원당점,경기,고양시,경기 고양시 덕양구 마상로154번길 2(성사동),031-968-9892
1128,사리현점,경기,고양시,경기 고양시 일산동구 공릉천로 32,031-969-9555
1129,화정부영점,경기,고양시,경기 고양시 덕양구 화중로 220 달빛마을,031-968-3392
1130,별빛점,경기,고양시,경기 고양시 덕양구 화신로 284,031-972-3392
1131,화정주공점,경기,고양시,경기 고양시 덕양구 백양로 6,031-938-0404
1132,가라뫼점,경기,고양시,경기 고양시 덕양구 행신로 311번길 16,031-973-9289
1133,원흥점,경기,고양시,"경기 고양시 덕양구 서삼릉1길 70, 1층일부(원흥동)",031-965-9292
1134,삼송리점,경기,고양시,경기 고양시 삼송로185번길,02-381-1188
1135,구리점,경기,구리시,경기 구리시 원수택로 47-1,031-562-8292
1136,민락2호점,경기,의정부시,경기 의정부시 오목로225번길 79-16 1층(민락동),031-853-8321
1137,금오점,경기,의정부시,경기 의정부시 추동로94,031-847-9222
1138,의정부5호점,경기,의정부시,경기 의정부시 경의로 86(의정부동),031-876-3737
1139,용문점,경기,양평군,경기 양평군 용문면 다문중앙1길 15,031-774-5420
1140,양수리점,경기,양평군,경기 양평군 양서면 용담리 507-46,031-772-7974
1141,청평점,경기,가평군,경기 가평군 청평면 청평중앙로 64,031-585-8960
1142,가평점,경기,가평군,"경기 가평군 가평읍 가화로 133, 1층",031-582-9191
1143,가평현리점,경기,가평군,경기 가평군 조종면 현창로38번길 11,031-585-1090
1144,호원점,경기,의정부시,경기 의정부시 호원동 454-14,031-871-7959
1145,신곡점,경기,의정부시,경기 의정부시 장금로78번길 49(신곡동),031-856-8286
1146,송우리점,경기,포천시,경기 포천시 소흘읍 태봉로 166번길 5,031-544-9696
1147,가산점,경기,포천시,경기 포천시 가산면 가산로 370,031-543-0575
1148,포천점,경기,포천시,경기 포천시 호병로 55,031-535-9292
1149,관인점,경기,포천시,경기 포천시 관인면 관인로 21,031-534-9555
1150,전곡점,경기,연천군,경기 연천군 전곡읍 전곡로 216,031-832-9942
1151,상패점,경기,동두천시,경기 동두천시 상패로 186,031-865-1102
1152,덕정점,경기,양주시,경기 양주시 덕정길 50,031-858-9297
1153,구래점,경기,김포,경기 김포 한강9로 12번길 8-6 (구래동 6896-14),031-996-3392
1154,김포장기점,경기,김포시,경기 김포시 장기동 1407,031-989-9242
1155,사우북변점,경기,김포시,경기 김포시 사우동 225-3 103호,031-983-9208
1156,풍무점,경기,김포시,경기 김포시 풍무동 629 1층 103호,031-983-3889
1157,평택태평점,경기,평택시,경기 평택시 고덕면 궁리 75,031-664-5548
1158,평택세교점,경기,평택시,경기 평택시 세교2로 45 상가 109,031-656-9366
1159,지산서정점,경기,평택시,경기 평택시 서정동 799-2,031-667-8253
1160,고현점,경기,오산시,경기 오산시 고현동 17,031-378-8292
1161,누읍점,경기,오산시,경기 오산시 누읍로 20,031-373-9282
1162,오산세교점,경기,오산시,경기 오산시 청학로250,031-378-6606
1163,오산은계점,경기,오산시,경기 오산시 은계동 33-3,031-377-9245
1164,금호점,경기,수원시,경기 수원시 권선구 금호로 28,031-891-1515
1165,서수원점,경기,수원시,경기 수원시 권선구 구운동 525-4,031-291-7885
1166,송죽조원점,경기,수원시,경기 수원시 장안구 송죽동 500,031-245-6966
1167,화서점,경기,수원시,경기 수원시 팔달구 화서동 184-348,031-247-5754
1168,권선점,경기,수원시,경기 수원시 권선동 1028-6번지,031-222-8202
1169,곡반정점,경기,수원시,경기 수원시 권선구 곡반정동 569-16,031-222-9799
1170,광교점,경기,수원시,경기 수원시 영통구 법조로 149번길 190,031-215-9282
1171,흥덕점,경기,수원시,경기 수원시 영통구 삼성로 320번길 35,031-217-9283
1172,오목천점,경기,수원시,경기 수원시 권선구 매송고색로 526,031-227-1033
1173,기안점,경기,화성시,경기 화성시 기안동 354-1,031-224-5646
1174,봉담점,경기,화성시,경기 화성시 봉담읍 상리15-10,031-227-0052
1175,동탄2점,경기,화성시,경기 화성시 지산1길 22-1 103호(영천동),031-378-6644
1176,병점점,경기,화성시,경기 화성시 병점로 37-6,031-226-8600
1177,반도체점,경기,화성시,경기 화성시 삼성1로6길 11-2,031-202-2374
1178,서천점,경기,용인시,경기 용인시 기흥구 서천서로12번길 4-11,031-206-9266
1179,남양점,경기,화성시,경기 화성시 남양동 547,031-357-9980
1180,팔탄점,경기,화성시,경기 화성시 팔탄면 서촌길 16,031-352-6787
1181,안중점,경기,평택시,경기 평택시 안중읍 안중로18번길 2-19,031-681-9688
1182,향남점,경기,화성시,"경기 화성시 향남읍 행정동로 86, 103호",031-354-9124
1183,발안점,경기,화성시,경기 화성시 향남읍 3.1만세로 1109-29,031-353-0015
1184,왕림점,경기,화성시,경기 화성시 봉담읍 왕림 405-1,031-298-6531
1185,성남태평점,경기,성남시,경기 성남시 수정구 태평동 2359,031-755-9990
1186,금광점,경기,성남시,경기 성남시 중원구 금광동 4314 104호,031-732-9229
1187,상대원점,경기,성남시,경기 성남시 중원구 상대원동 1132,031-604-0123
1188,수지상현점,경기,용인시,경기 용인시 상현동 859 롯데아파트상가 116호,031-266-9292
1189,야탑점,경기,성남시,경기 성남시 분당구 매화로38번길9-1,031-709-1577
1190,동판교점,경기,성남시,경기 성남시 분당구 동판교로 52번길 9-3(백현동),031-704-9222
1191,서현분당점,경기,성남시,"경기 성남시 분당구 분당로 212, 상가동 102호(분당동, 샛별마을)",031-703-9285
1192,정자점,경기,성남시,경기 성남시 분당구 내정로119번길36,031-781-2674
1193,구미금곡점,경기,성남시,경기 성남시 분당구 미금일로 81,031-713-9288
1194,휘닉스파크점,강원,평창군,"강원 평창군 봉평면 태기로 30, A동 2층 101호(아벨라상가)",033-333-1114
1195,횡계점,강원,평창군,강원 평창군 대관령면 횡계리 321-12,033-335-3511
1196,화촌점,강원,홍천군,강원 홍천군 화촌면 성산로134번길 15,033-432-8216
1197,화천점,강원,화천군,강원 화천군 화천읍 중앙로1길14-1,033-441-6914
1198,홍천점,강원,홍천군,강원 홍천군 홍천읍 꽃뫼로 137,033-433-5392
1199,호산점,강원,삼척시,강원 삼척시 원덕읍 호산2길 67-1,033-572-9095
1200,현리점,강원,인제군,강원 인제군 기린면 덕다리길 8,033-461-5406
1201,학성점,강원,원주시,"강원 원주시 학성길 46, 상가동 1층 103호(학성동, 삼천리아파트)",033-744-2101
1202,퇴계점,강원,춘천시,강원 춘천시 행촌로32번길 16(퇴계동),033-256-5149
1203,태장소초점,강원,원주시,강원 원주시 소초면 치악로 2355,033-732-0095
1204,태장1점,강원,원주시,강원 원주시 현충로 148(태장동),033-745-8800
1205,태백점,강원,태백시,"강원 태백시 황지로 44. 107호(황지동, 우남연립)",033-553-4560
1206,천곡점,강원,동해시,강원 동해시 감추로 16(천곡동),033-531-5445
1207,영월중동점,강원,영월군,강원 영월군 산솔면 태백산로 1195,033-378-2200
1208,주천점,강원,영월군,강원 영월군 주천면 주천면 주천로84번길 1,033-372-9262
1209,조양점,강원,속초시,"강원 속초시 새마을길 5, 1층(조양동)",033-632-7111
1210,정선점,강원,정선군,강원 정선군 정선읍 비봉로 58-1,033-563-4848
1211,정선남면점,강원,정선군,강원 정선군 남면 문은단로 3,033-592-8288
1212,정동진점,강원,강릉시,강원 강릉시 강동면 정동3길 46-4,033-644-5831
1213,임원점,강원,삼척시,강원 삼척시 원덕읍 임원중앙로 37,033-573-6334
1214,원주일산점,강원,원주시,"강원 원주시 무실로 50(일산동, 지상1층)",033-731-5688
1215,인제점,강원,인제군,강원 인제군 인제읍 비봉로16번길 5,033-461-1666
1216,원통점,강원,인제군,강원 인제군 북면 원통로147번길 32,033-461-9282
1217,양양점,강원,양양군,강원 양양군 양양읍 남문7길 5,033-671-4743
1218,양덕원점,강원,홍천군,강원 홍천군 남면 양덕원2길 30,033-432-0880
1219,양구점,강원,양구군,강원 양구군 양구읍 사명길 66,033-481-9998
1220,아야진점,강원,고성군,강원 고성군 토성면 아야진리 49-3,033-631-1130
1221,영월쌍용점,강원,영월군,강원 영월군 한반도면 쌍용로 82-1,033-372-5261
1222,신남점,강원,인제군,강원 인제군 남면 신남로48번길 19,033-461-8295
1223,시동점,강원,홍천군,강원 홍천군 남면 시동안로 321,033-432-0939
1224,수타사점,강원,홍천군,강원 홍천군 동면 속초길 6,033-436-9992
1225,석사점,강원,춘천시,강원 춘천시 효석로67번길 18-1(석사동),033-262-6592
1226,서면점,강원,홍천군,강원 홍천군 서면 팔봉산로 1180,033-434-5605
1227,북방점,강원,홍천군,강원 홍천군 북방면 영서로 2706,033-434-8824
1228,춘천부안점,강원,춘천시,강원 춘천시 보안길 42(후평동),033-251-1677
1229,봉포점,강원,고성군,강원 고성군 토성면 토성로 65,033-635-7575
1230,명륜점,강원,원주시,"강원 원주시 남원로527번길 66, 1층 (명륜동)",033-762-7778
1231,마차점,강원,영월군,강원 영월군 북면 마차중앙1길 39-1,033-372-3940
1232,동해본점,강원,동해시,"강원 동해시 해안로 635-4, 1층(발한동)",033-533-9383
1233,동면점,강원,양구군,강원 양구군 동면 금강산로 1554,033-481-7130
1234,단관점,강원,원주시,"강원 원주시 단관길 177-9(관설동, 1층)",033-766-9266
1235,단계점,강원,원주시,강원 원주시 북원로2246번길 45(단계동),033-731-0101
1236,내면점,강원,홍천군,강원 홍천군 내면 창촌로 33-1,033-432-1763
1237,남부점,강원,춘천시,강원 춘천시 공지로 354(효자동),033-254-3503
1238,속초금호점,강원,속초시,강원 속초시 중앙로121번길 6(금호동),033-633-2239
1239,근덕점,강원,삼척시,강원 삼척시 근덕면 교가길 22-9,033-573-9293
1240,구곡점,강원,원주시,"강원 원주시 늘품로 8, 101호(단구동)",033-762-8989
1241,속초교동점,강원,속초시,강원 속초시 교동 먹거리4길 33(교동),033-632-3370
1242,계촌점,강원,평창군,강원 평창군 방림면 계촌길 58,033-333-9950
1243,강현점,강원,양양군,강원 양양군 강현면 물치천로 12,033-671-4201
1244,강대점,강원,춘천시,"강원 춘천시 서부 대성로 182-1, 1층(효자동)",033-251-7782
1245,문혜리점,강원,철원군,강원 철원군 갈말읍 두루미로 100-1,033-452-5592
1246,제천A점,충북,제천시,"충북 제천시 숭의로1길 2, 1층(화산동)",043-642-6992
1247,광혜원점,충북,음성군,충북 음성군 대소면 대청로 15,043-535-9998
