Date,GOOG
2021-01-04,85.8246841430664
2021-01-05,86.4543685913086
2021-01-06,86.1747817993164
2021-01-07,88.75511932373047
2021-01-08,89.746337890625
2021-01-11,87.73560333251953
2021-01-12,86.73395538330078
2021-01-13,87.12379455566406
2021-01-14,86.4176254272461
2021-01-15,86.219482421875
2021-01-19,88.93438720703125
2021-01-20,93.7037582397461
2021-01-21,93.91978454589844
2021-01-22,94.40645599365234
2021-01-25,94.32450866699219
2021-01-26,95.21044921875
2021-01-27,90.9173355102539
2021-01-28,92.52234649658203
2021-01-29,91.16314697265625
2021-02-01,94.42134857177734
2021-02-02,95.720458984375
2021-02-03,102.80001831054688
2021-02-04,102.41763305664062
2021-02-05,104.18701934814453
2021-02-08,103.93424224853516
2021-02-09,103.46743774414062
2021-02-10,104.05691528320312
2021-02-11,104.08223724365234
2021-02-12,104.49043273925781
2021-02-16,105.3739013671875
2021-02-17,105.69222259521484
2021-02-18,105.14051055908203
2021-02-19,104.34294891357422
2021-02-22,102.54227447509766
2021-02-23,102.83924865722656
2021-02-24,104.0464859008789
2021-02-25,100.87767028808594
2021-02-26,101.15080261230469
2021-03-01,103.36812591552734
2021-03-02,103.08655548095703
2021-03-03,100.6467514038086
2021-03-04,101.75814056396484
2021-03-05,104.71044158935547
2021-03-08,100.52062225341797
2021-03-09,101.93741607666016
2021-03-10,102.05313873291016
2021-03-11,105.01983642578125
2021-03-12,102.3952865600586
2021-03-15,102.62223052978516
2021-03-16,103.91487121582031
2021-03-17,103.8433837890625
2021-03-18,101.1190185546875
2021-03-19,101.46566009521484
2021-03-22,101.23670959472656
2021-03-23,101.95033264160156
2021-03-24,101.55801391601562
2021-03-25,101.52325439453125
2021-03-26,101.08574676513672
2021-03-29,102.09880828857422
2021-03-30,102.07845306396484
2021-03-31,102.72850799560547
2021-04-01,106.16100311279297
2021-04-05,110.52117156982422
2021-04-06,110.4814453125
2021-04-07,111.719482421875
2021-04-08,112.50211334228516
2021-04-09,113.51717376708984
2021-04-12,111.97325134277344
2021-04-13,112.59300231933594
2021-04-14,111.9757080078125
2021-04-15,114.05249786376953
2021-04-16,114.10713195800781
2021-04-19,114.33756256103516
2021-04-20,113.90203857421875
2021-04-21,113.88514709472656
2021-04-22,112.62528991699219
2021-04-23,114.97817993164062
2021-04-26,115.54627990722656
2021-04-27,114.57195281982422
2021-04-28,118.18672943115234
2021-04-29,120.66873168945312
2021-04-30,119.68695068359375
2021-05-03,118.94453430175781
2021-05-04,116.91243743896484
2021-05-05,117.03608703613281
2021-05-06,118.25823211669922
2021-05-07,119.11933135986328
2021-05-10,116.2872085571289
2021-05-11,114.65340423583984
2021-05-12,111.19308471679688
2021-05-13,112.32979583740234
2021-05-14,115.02088165283203
2021-05-17,115.28160095214844
2021-05-18,114.38870239257812
2021-05-19,114.65091705322266
2021-05-20,117.00381469726562
2021-05-21,116.45803833007812
2021-05-24,119.51563262939453
2021-05-25,119.63480377197266
2021-05-26,120.8494873046875
2021-05-27,119.30903625488281
2021-05-28,119.75846862792969
2021-06-01,120.66475677490234
2021-06-02,120.24115753173828
2021-06-03,119.41332244873047
2021-06-04,121.75479888916016
2021-06-07,122.46642303466797
2021-06-08,123.29874420166016
2021-06-09,123.72332000732422
2021-06-10,125.22306823730469
2021-06-11,124.84217834472656
2021-06-14,125.49322509765625
2021-06-15,125.17638397216797
2021-06-16,124.84217834472656
2021-06-17,125.5120849609375
2021-06-18,124.71404266357422
2021-06-21,125.59552001953125
2021-06-22,126.13630676269531
2021-06-23,125.60197448730469
2021-06-24,126.4168930053711
2021-06-25,126.13185119628906
2021-06-28,125.9575424194336
2021-06-29,125.16197204589844
2021-06-30,124.46426391601562
2021-07-01,125.50960540771484
2021-07-02,127.8441162109375
2021-07-06,128.88897705078125
2021-07-07,129.19338989257812
2021-07-08,128.2989959716797
2021-07-09,128.69381713867188
2021-07-12,129.67657470703125
2021-07-13,130.1041717529297
2021-07-14,131.18475341796875
2021-07-15,130.3743133544922
2021-07-16,130.94940185546875
2021-07-19,128.37550354003906
2021-07-20,130.21043395996094
2021-07-21,131.69924926757812
2021-07-22,132.4222869873047
2021-07-23,136.87928771972656
2021-07-26,138.6953887939453
2021-07-27,135.86671447753906
2021-07-28,135.45455932617188
2021-07-29,135.61245727539062
2021-07-30,134.3019256591797
2021-08-02,135.06521606445312
2021-08-03,135.35374450683594
2021-08-04,135.1039581298828
2021-08-05,136.00926208496094
2021-08-06,136.10459899902344
2021-08-09,137.0640411376953
2021-08-10,137.15789794921875
2021-08-11,136.75364685058594
2021-08-12,137.4488983154297
2021-08-13,137.46530151367188
2021-08-16,137.97183227539062
2021-08-17,136.3673095703125
2021-08-18,135.64178466796875
2021-08-19,135.98292541503906
2021-08-20,137.49607849121094
2021-08-23,140.14048767089844
2021-08-24,141.43064880371094
2021-08-25,141.9783935546875
2021-08-26,141.15701293945312
2021-08-27,143.5680389404297
2021-08-30,144.4807891845703
2021-08-31,144.47332763671875
2021-09-01,144.85073852539062
2021-09-02,143.23878479003906
2021-09-03,143.79098510742188
2021-09-07,144.52993774414062
2021-09-08,143.8987579345703
2021-09-09,143.92855834960938
2021-09-10,140.95640563964844
2021-09-13,142.4899139404297
2021-09-14,142.4313201904297
2021-09-15,144.21905517578125
2021-09-16,143.39222717285156
2021-09-17,140.50201416015625
2021-09-20,138.07211303710938
2021-09-21,138.6973419189453
2021-09-22,139.98056030273438
2021-09-23,140.862548828125
2021-09-24,141.66354370117188
2021-09-27,140.5392608642578
2021-09-28,135.25839233398438
2021-09-29,133.60667419433594
2021-09-30,132.35972595214844
2021-10-01,135.5349884033203
2021-10-04,132.85581970214844
2021-10-05,135.25144958496094
2021-10-06,136.4204559326172
2021-10-07,138.239501953125
2021-10-08,139.1040802001953
2021-10-11,137.90379333496094
2021-10-12,135.78378295898438
2021-10-13,136.96273803710938
2021-10-14,140.4508514404297
2021-10-15,140.71206665039062
2021-10-18,141.9888153076172
2021-10-19,142.844482421875
2021-10-20,141.447021484375
2021-10-21,141.81007385253906
2021-10-22,137.68280029296875
2021-10-25,137.8297576904297
2021-10-26,138.7227020263672
2021-10-27,145.43228149414062
2021-10-28,145.13580322265625
2021-10-29,147.2627410888672
2021-11-01,142.79681396484375
2021-11-02,144.87159729003906
2021-11-03,145.79229736328125
2021-11-04,147.6724395751953
2021-11-05,148.22665405273438
2021-11-08,148.3363800048828
2021-11-09,148.23410034179688
2021-11-10,145.6294403076172
2021-11-11,145.75057983398438
2021-11-12,148.62838745117188
2021-11-15,148.37266540527344
2021-11-16,148.06277465820312
2021-11-17,148.0488739013672
2021-11-18,149.6846466064453
2021-11-19,148.93331909179688
2021-11-22,146.078857421875
2021-11-23,145.759521484375
2021-11-24,145.72032165527344
2021-11-26,141.83538818359375
2021-11-29,145.12091064453125
2021-11-30,141.48377990722656
2021-12-01,140.6554718017578
2021-12-02,142.79930114746094
2021-12-03,141.55181884765625
2021-12-06,142.8191375732422
2021-12-07,147.0303192138672
2021-12-08,147.7096710205078
2021-12-09,147.099365234375
2021-12-10,147.6645050048828
2021-12-13,145.7073974609375
2021-12-14,143.9851837158203
2021-12-15,146.36688232421875
2021-12-16,143.85406494140625
2021-12-17,141.83241271972656
2021-12-20,141.43362426757812
2021-12-21,143.24029541015625
2021-12-22,145.95022583007812
2021-12-23,146.14239501953125
2021-12-27,147.05763244628906
2021-12-28,145.45263671875
2021-12-29,145.5087432861328
2021-12-30,145.01016235351562
2021-12-31,143.69615173339844
2022-01-03,144.0884552001953
2022-01-04,143.43495178222656
2022-01-05,136.71792602539062
2022-01-06,136.61611938476562
2022-01-07,136.0733184814453
2022-01-10,137.6321563720703
2022-01-11,139.06582641601562
2022-01-12,140.68524169921875
2022-01-13,138.1853790283203
2022-01-14,138.83641052246094
2022-01-18,135.36416625976562
2022-01-19,134.72999572753906
2022-01-20,132.59909057617188
2022-01-21,129.20777893066406
2022-01-24,129.48590087890625
2022-01-25,125.87411499023438
2022-01-26,128.36160278320312
2022-01-27,128.243408203125
2022-01-28,132.38357543945312
2022-01-31,134.77618408203125
2022-02-01,136.94134521484375
2022-02-02,147.0303192138672
2022-02-03,141.6809539794922
2022-02-04,142.0439453125
2022-02-07,137.99366760253906
2022-02-08,138.26683044433594
2022-02-09,140.4915771484375
2022-02-10,137.6604461669922
2022-02-11,133.21835327148438
2022-02-14,134.38040161132812
2022-02-15,135.4982452392578
2022-02-16,136.5530242919922
2022-02-17,131.4092559814453
2022-02-18,129.5807342529297
2022-02-22,128.5229949951172
2022-02-23,126.71782684326172
2022-02-24,131.77175903320312
2022-02-25,133.6051788330078
2022-02-28,133.9741973876953
2022-03-01,133.256103515625
2022-03-02,133.83563232421875
2022-03-03,133.3951416015625
2022-03-04,131.22401428222656
2022-03-07,125.60494995117188
2022-03-08,126.41342163085938
2022-03-09,132.95614624023438
2022-03-10,131.7801971435547
2022-03-11,129.58868408203125
2022-03-14,125.87957763671875
2022-03-15,128.7792205810547
2022-03-16,132.78184509277344
2022-03-17,133.68563842773438
2022-03-18,135.87168884277344
2022-03-21,135.55088806152344
2022-03-22,139.32406616210938
2022-03-23,137.56211853027344
2022-03-24,140.35153198242188
2022-03-25,140.55960083007812
2022-03-28,140.98519897460938
2022-03-29,142.27638244628906
2022-03-30,141.6749725341797
2022-03-31,138.70033264160156
2022-04-01,139.7436981201172
2022-04-04,142.66619873046875
2022-04-05,140.10421752929688
2022-04-06,136.24362182617188
2022-04-07,135.5374755859375
2022-04-08,133.0996551513672
2022-04-11,128.91429138183594
2022-04-12,127.50196075439453
2022-04-13,129.40048217773438
2022-04-14,126.38809967041016
2022-04-18,127.09127807617188
2022-04-19,129.64381408691406
2022-04-20,127.37385559082031
2022-04-21,124.08832550048828
2022-04-22,118.8010025024414
2022-04-25,122.41230773925781
2022-04-26,118.69374084472656
2022-04-27,114.2387466430664
2022-04-28,118.59989166259766
2022-04-29,114.18510437011719
2022-05-02,116.36070251464844
2022-05-03,117.32661437988281
2022-05-04,121.74188995361328
2022-05-05,115.95301055908203
2022-05-06,114.87388610839844
2022-05-09,112.31539154052734
2022-05-10,113.80569458007812
2022-05-11,113.18643188476562
2022-05-12,112.39187622070312
2022-05-13,115.72357177734375
2022-05-16,114.01228332519531
2022-05-17,115.90830993652344
2022-05-18,111.63704681396484
2022-05-19,109.9927978515625
2022-05-20,108.57003021240234
2022-05-23,110.90751647949219
2022-05-24,105.20604705810547
2022-05-25,105.1201400756836
2022-05-26,107.5599365234375
2022-05-27,112.03234100341797
2022-05-31,113.26390838623047
2022-06-01,113.3612289428711
2022-06-02,116.94571685791016
2022-06-03,113.78533935546875
2022-06-06,116.2152099609375
2022-06-07,116.4327163696289
2022-06-08,116.44115447998047
2022-06-09,114.1369400024414
2022-06-10,110.67015075683594
2022-06-13,106.15009307861328
2022-06-14,106.4654312133789
2022-06-15,109.64022064208984
2022-06-16,105.91122436523438
2022-06-17,107.13236999511719
2022-06-21,111.25366973876953
2022-06-22,111.27252960205078
2022-06-23,111.91861724853516
2022-06-24,117.73233795166016
2022-06-27,115.829833984375
2022-06-28,111.80638122558594
2022-06-29,111.4935302734375
2022-06-30,108.62911224365234
2022-07-01,108.339599609375
2022-07-05,113.11294555664062
2022-07-06,114.430419921875
2022-07-07,118.49510192871094
2022-07-08,119.35174560546875
2022-07-11,115.73052978515625
2022-07-12,114.06889343261719
2022-07-13,111.42449951171875
2022-07-14,110.68257904052734
2022-07-15,112.00054931640625
2022-07-18,109.16297149658203
2022-07-19,113.84095764160156
2022-07-20,113.92040252685547
2022-07-21,114.25811004638672
2022-07-22,107.62348937988281
2022-07-25,107.47452545166016
2022-07-26,104.72335815429688
2022-07-27,112.82789611816406
2022-07-28,113.8111572265625
2022-07-29,115.84722900390625
2022-08-01,114.69511413574219
2022-08-02,115.11226654052734
2022-08-03,117.97268676757812
2022-08-04,118.06206512451172
2022-08-05,117.41648864746094
2022-08-08,117.33702850341797
2022-08-09,116.70138549804688
2022-08-10,119.82997131347656
2022-08-11,119.00560760498047
2022-08-12,121.8163833618164
2022-08-15,122.04481506347656
2022-08-16,121.67733764648438
2022-08-17,119.50221252441406
2022-08-18,120.03854370117188
2022-08-19,117.31717681884766
2022-08-22,114.28789520263672
2022-08-23,113.98993682861328
2022-08-24,113.92040252685547
2022-08-25,116.90001678466797
2022-08-26,110.54351806640625
2022-08-29,109.59004974365234
2022-08-30,109.16297149658203
2022-08-31,108.40812683105469
2022-09-01,109.79862976074219
2022-09-02,107.94132232666016
2022-09-06,106.74948120117188
2022-09-07,109.72909545898438
2022-09-08,108.67630004882812
2022-09-09,111.02025604248047
2022-09-12,111.10964965820312
2022-09-13,104.59423065185547
2022-09-14,105.15042114257812
2022-09-15,103.19381713867188
2022-09-16,102.92565155029297
2022-09-19,103.14415740966797
2022-09-20,101.13788604736328
2022-09-21,99.33026123046875
2022-09-22,99.8864517211914
2022-09-23,98.49596405029297
2022-09-26,98.13841247558594
2022-09-27,97.42330169677734
2022-09-28,100.05529022216797
2022-09-29,97.42330169677734
2022-09-30,95.49649810791016
2022-10-03,98.62508392333984
2022-10-04,101.71395874023438
2022-10-05,101.52523803710938
2022-10-06,101.54509735107422
2022-10-07,98.89324951171875
2022-10-10,98.03909301757812
2022-10-11,97.38358306884766
2022-10-12,97.63187408447266
2022-10-13,99.03229522705078
2022-10-14,96.51950073242188
2022-10-17,100.09501647949219
2022-10-18,100.70086669921875
2022-10-19,99.60834503173828
2022-10-20,99.84672546386719
2022-10-21,100.79027557373047
2022-10-24,102.27012634277344
2022-10-25,104.2168197631836
2022-10-26,94.175537109375
2022-10-27,91.97061920166016
2022-10-28,95.92356872558594
2022-10-31,94.01661682128906
2022-11-01,89.88489532470703
2022-11-02,86.47820281982422
2022-11-03,82.92252349853516
2022-11-04,86.11071014404297
2022-11-07,88.04747009277344
2022-11-08,88.30570220947266
2022-11-09,86.80596160888672
2022-11-10,93.52994537353516
2022-11-11,96.07255554199219
2022-11-14,95.37731170654297
2022-11-15,98.04902648925781
2022-11-16,98.31718444824219
2022-11-17,97.83052825927734
2022-11-18,97.13528442382812
2022-11-21,95.17866516113281
2022-11-22,96.66847229003906
2022-11-23,98.1483383178711
2022-11-25,96.93663024902344
2022-11-28,95.59580993652344
2022-11-29,94.79131317138672
2022-11-30,100.76046752929688
2022-12-01,100.59162902832031
2022-12-02,100.14468383789062
2022-12-05,99.19120788574219
2022-12-06,96.64860534667969
2022-12-07,94.50328826904297
2022-12-08,93.31144714355469
2022-12-09,92.43743133544922
2022-12-12,92.9240951538086
2022-12-13,95.19853973388672
2022-12-14,94.6622085571289
2022-12-15,90.58013916015625
2022-12-16,90.24243927001953
2022-12-19,88.54407501220703
2022-12-20,89.02080535888672
2022-12-21,89.63658905029297
2022-12-22,87.66011810302734
2022-12-23,89.19957733154297
2022-12-27,87.33236694335938
2022-12-28,85.87236022949219
2022-12-29,88.34542083740234
2022-12-30,88.12693786621094
2023-01-03,89.09031677246094
2023-01-04,88.10707092285156
2023-01-05,86.18023681640625
2023-01-06,87.56079864501953
2023-01-09,88.19644927978516
2023-01-10,88.63346099853516
2023-01-11,91.63294219970703
2023-01-12,91.28532409667969
2023-01-13,92.16926574707031
2023-01-17,91.53362274169922
2023-01-18,91.15618896484375
2023-01-19,93.27173614501953
2023-01-20,98.60521697998047
2023-01-23,100.5220947265625
2023-01-24,98.53569030761719
2023-01-25,96.07255554199219
2023-01-26,98.48603820800781
2023-01-27,100.02549743652344
2023-01-30,97.28424835205078
2023-01-31,99.19120788574219
2023-02-01,100.74060821533203
2023-02-02,108.06050872802734
2023-02-03,104.50484466552734
2023-02-06,102.7667465209961
2023-02-07,107.30569458007812
2023-02-08,99.32032775878906
2023-02-09,94.8111801147461
2023-02-10,94.21525573730469
2023-02-13,94.35430908203125
2023-02-14,94.30464935302734
2023-02-15,96.44003295898438
2023-02-16,95.1290054321289
2023-02-17,93.94709014892578
2023-02-21,91.42436218261719
2023-02-22,91.17605590820312
2023-02-23,90.45101928710938
2023-02-24,88.74270629882812
2023-02-27,89.48760986328125
2023-02-28,89.6862564086914
2023-03-01,89.89482879638672
2023-03-02,91.6825942993164
2023-03-03,93.3809585571289
2023-03-06,94.93036651611328
2023-03-07,93.52994537353516
2023-03-08,94.00668334960938
2023-03-09,92.03022003173828
2023-03-10,90.39143371582031
2023-03-13,91.03701782226562
2023-03-14,93.6093978881836
2023-03-15,95.8937759399414
2023-03-16,100.383056640625
2023-03-17,101.76360321044922
2023-03-20,101.2372055053711
2023-03-21,105.1206283569336
2023-03-22,103.51165008544922
2023-03-23,105.53778076171875
2023-03-24,105.33912658691406
2023-03-27,102.35952758789062
2023-03-28,100.67108154296875
2023-03-29,101.2073974609375
2023-03-30,100.63135528564453
2023-03-31,103.29313659667969
2023-04-03,104.19695281982422
2023-04-04,104.40553283691406
2023-04-05,104.23667907714844
2023-04-06,108.15984344482422
2023-04-10,106.22309112548828
2023-04-11,105.39872741699219
2023-04-12,104.50484466552734
2023-04-13,107.45466613769531
2023-04-14,108.71602630615234
2023-04-17,105.69668579101562
2023-04-18,104.40553283691406
2023-04-19,104.30621337890625
2023-04-20,105.18022918701172
2023-04-21,105.19015502929688
2023-04-24,106.05422973632812
2023-04-25,103.89899444580078
2023-04-26,103.74007415771484
2023-04-27,107.6334457397461
2023-04-28,107.48445892333984
2023-05-01,106.97791290283203
2023-05-02,105.25968933105469
2023-05-03,105.39872741699219
2023-05-04,104.49491882324219
2023-05-05,105.49308013916016
2023-05-08,107.50431060791016
2023-05-09,107.20635986328125
2023-05-10,111.51686096191406
2023-05-11,116.10546875
2023-05-12,117.11853790283203
2023-05-15,116.16504669189453
2023-05-16,119.27377319335938
2023-05-17,120.65433502197266
2023-05-18,122.68045043945312
2023-05-19,122.41230773925781
2023-05-22,125.01449584960938
2023-05-23,122.45203399658203
2023-05-24,120.81324768066406
2023-05-25,123.50482177734375
2023-05-26,124.57748413085938
2023-05-30,123.79285430908203
2023-05-31,122.531494140625
2023-06-01,123.52468872070312
2023-06-02,124.37884521484375
2023-06-05,125.76931762695312
2023-06-06,127.0406265258789
2023-06-07,122.10441589355469
2023-06-08,121.83624267578125
2023-06-09,122.03488159179688
2023-06-12,123.50482177734375
2023-06-13,123.58428192138672
2023-06-14,123.53461456298828
2023-06-15,124.93502807617188
2023-06-16,123.216796875
2023-06-20,123.00821685791016
2023-06-21,120.43582153320312
2023-06-22,123.02809143066406
2023-06-23,122.1838607788086
2023-06-26,118.28057861328125
2023-06-27,118.20112609863281
2023-06-28,120.2570571899414
2023-06-29,119.19432067871094
2023-06-30,120.14779663085938
2023-07-03,119.7405776977539
2023-07-05,121.7965087890625
2023-07-06,120.10806274414062
2023-07-07,119.32344055175781
2023-07-10,116.07566833496094
2023-07-11,116.90995788574219
2023-07-12,118.80696868896484
2023-07-13,123.9815673828125
2023-07-14,124.84564208984375
2023-07-17,124.20999908447266
2023-07-18,123.23666381835938
2023-07-19,121.94550323486328
2023-07-20,118.71758270263672
2023-07-21,119.49227905273438
2023-07-24,121.0516128540039
2023-07-25,121.95542907714844
2023-07-26,128.77871704101562
2023-07-27,128.98731994628906
2023-07-28,132.10595703125
2023-07-31,132.20529174804688
2023-08-01,130.9935760498047
2023-08-02,127.76564025878906
2023-08-03,127.89479064941406
2023-08-04,127.66633605957031
2023-08-07,131.04322814941406
2023-08-08,130.9438934326172
2023-08-09,129.26541137695312
2023-08-10,129.3249969482422
2023-08-11,129.28526306152344
2023-08-14,130.93399047851562
2023-08-15,129.3845977783203
2023-08-16,128.2324676513672
2023-08-17,129.5733184814453
2023-08-18,127.23927307128906
2023-08-21,128.0537109375
2023-08-22,128.8085174560547
2023-08-23,132.3046112060547
2023-08-24,129.5335693359375
2023-08-25,129.80174255371094
2023-08-28,130.8942413330078
2023-08-29,134.56912231445312
2023-08-30,135.9993133544922
2023-08-31,136.4164581298828
2023-09-01,135.8701934814453
2023-09-05,135.7808380126953
2023-09-06,134.44992065429688
2023-09-07,135.27427673339844
2023-09-08,136.2675018310547
2023-09-11,136.80381774902344
2023-09-12,135.14517211914062
2023-09-13,136.56544494628906
2023-09-14,138.04531860351562
2023-09-15,137.36000061035156
2023-09-18,138.01551818847656
2023-09-19,137.88641357421875
2023-09-20,133.67520141601562
2023-09-21,130.46717834472656
2023-09-22,130.35794067382812
2023-09-25,131.27166748046875
2023-09-26,128.57015991210938
2023-09-27,130.56649780273438
2023-09-28,132.22515869140625
2023-09-29,130.953857421875
2023-10-02,134.2512664794922
2023-10-03,132.3939971923828
2023-10-04,135.34381103515625
2023-10-05,135.0657196044922
2023-10-06,137.787109375
2023-10-09,138.55184936523438
2023-10-10,138.25390625
2023-10-11,140.7368927001953
2023-10-12,139.3364715576172
2023-10-13,137.63812255859375
2023-10-16,139.53514099121094
2023-10-17,140.03173828125
2023-10-18,138.33335876464844
2023-10-19,138.03538513183594
2023-10-20,135.81060791015625
2023-10-23,136.96273803710938
2023-10-24,139.16763305664062
2023-10-25,125.80905151367188
2023-10-26,122.60100555419922
2023-10-27,122.56127166748047
2023-10-30,124.89530944824219
2023-10-31,124.44837188720703
2023-11-01,126.70294189453125
2023-11-02,127.7060775756836
2023-11-03,129.48391723632812
2023-11-06,130.5565643310547
2023-11-07,131.50010681152344
2023-11-08,132.354248046875
2023-11-09,130.79493713378906
2023-11-10,133.14883422851562
2023-11-13,132.73167419433594
2023-11-14,134.509521484375
2023-11-15,135.45306396484375
2023-11-16,137.75730895996094
2023-11-17,136.00926208496094
2023-11-20,136.9825897216797
2023-11-21,137.67784118652344
2023-11-22,139.06832885742188
2023-11-24,137.2805633544922
2023-11-27,137.11170959472656
2023-11-28,137.67784118652344
2023-11-29,135.47293090820312
2023-11-30,133.00978088378906
2023-12-01,132.41387939453125
2023-12-04,129.7421417236328
2023-12-05,131.4901885986328
2023-12-06,130.53668212890625
2023-12-07,137.50897216796875
2023-12-08,135.7113037109375
2023-12-11,133.78448486328125
2023-12-12,132.73167419433594
2023-12-13,133.05943298339844
2023-12-14,132.294677734375
2023-12-15,132.93032836914062
2023-12-18,136.25755310058594
2023-12-19,137.161376953125
2023-12-20,138.7107696533203
2023-12-21,140.8362274169922
2023-12-22,141.7499542236328
2023-12-26,141.84930419921875
2023-12-27,140.47866821289062
2023-12-28,140.3197479248047
2023-12-29,139.97213745117188
2024-01-02,138.6114501953125
2024-01-03,139.406005859375
2024-01-04,137.10177612304688
2024-01-05,136.45619201660156
2024-01-08,139.57485961914062
2024-01-09,141.591064453125
2024-01-10,142.82264709472656
2024-01-11,142.69351196289062
2024-01-12,143.2596435546875
2024-01-16,143.10072326660156
2024-01-17,141.91880798339844
2024-01-18,144.0045166015625
2024-01-19,146.9642791748047
2024-01-22,146.7060546875
2024-01-23,147.66946411132812
2024-01-24,149.32809448242188
2024-01-25,152.5957489013672
2024-01-26,152.7447052001953
2024-01-29,153.78759765625
2024-01-30,152.009765625
2024-01-31,140.8362274169922
2024-02-01,141.74005126953125
2024-02-02,142.5643768310547
2024-02-05,143.94496154785156
2024-02-06,144.4216766357422
2024-02-07,145.68304443359375
2024-02-08,146.21937561035156
2024-02-09,149.19900512695312
2024-02-12,147.7191162109375
2024-02-13,145.3751678466797
2024-02-14,146.13992309570312
2024-02-15,142.96168518066406
2024-02-16,140.79647827148438
2024-02-20,141.23350524902344
2024-02-21,142.86233520507812
2024-02-22,144.33230590820312
2024-02-23,144.30250549316406
2024-02-26,137.80694580078125
2024-02-27,139.1477813720703
2024-02-28,136.49594116210938
2024-02-29,138.82994079589844
2024-03-01,137.1415252685547
2024-03-04,133.28787231445312
2024-03-05,132.87071228027344
2024-03-06,131.6590118408203
2024-03-07,134.32080078125
2024-03-08,135.36366271972656
2024-03-11,137.99566650390625
2024-03-12,138.67103576660156
2024-03-13,139.813232421875
2024-03-14,143.35894775390625
2024-03-15,141.20372009277344
2024-03-18,147.47080993652344
2024-03-19,146.9146270751953
2024-03-20,148.66265869140625
2024-03-21,147.72906494140625
2024-03-22,150.73846435546875
2024-03-25,150.12266540527344
2024-03-26,150.6689453125
2024-03-27,150.9073028564453
2024-03-28,151.22512817382812
2024-04-01,155.43630981445312
2024-04-02,154.8105926513672
2024-04-03,155.30718994140625
2024-04-04,150.9073028564453
2024-04-05,152.89370727539062
2024-04-08,155.07876586914062
2024-04-09,157.06515502929688
2024-04-10,156.58843994140625
2024-04-11,159.6971435546875
2024-04-12,158.1080322265625
2024-04-15,155.26748657226562
2024-04-16,154.939697265625
2024-04-17,155.81373596191406
2024-04-18,156.3897705078125
2024-04-19,154.66160583496094
2024-04-22,156.87643432617188
2024-04-23,158.83306884765625
2024-04-24,160.0050506591797
2024-04-25,156.87643432617188
2024-04-26,172.50949096679688
2024-04-29,166.7588348388672
2024-04-30,163.52098083496094
2024-05-01,164.44467163085938
2024-05-02,167.3150177001953
2024-05-03,167.84141540527344
2024-05-06,168.67572021484375
2024-05-07,171.80429077148438
2024-05-08,169.99667358398438
2024-05-09,170.41383361816406
2024-05-10,169.132568359375
2024-05-13,169.73843383789062
2024-05-14,170.76144409179688
2024-05-15,172.6981964111328
2024-05-16,174.2376251220703
2024-05-17,176.08499145507812
2024-05-20,177.24705505371094
2024-05-21,178.3197021484375
2024-05-22,176.79019165039062
2024-05-23,173.8701629638672
2024-05-24,175.13153076171875
2024-05-28,176.81004333496094
2024-05-29,176.19424438476562
2024-05-30,172.38035583496094
2024-05-31,172.7776336669922
2024-06-03,173.23451232910156
2024-06-04,173.93971252441406
2024-06-05,175.86651611328125
2024-06-06,177.13780212402344
2024-06-07,174.7541046142578
2024-06-10,175.62911987304688
2024-06-11,177.18028259277344
2024-06-12,178.54251098632812
2024-06-13,175.73849487304688
2024-06-14,177.35923767089844
2024-06-17,177.7669219970703
2024-06-18,175.45013427734375
2024-06-20,176.7030029296875
2024-06-21,179.23854064941406
2024-06-24,179.76553344726562
2024-06-25,184.52841186523438
2024-06-26,184.319580078125
2024-06-27,185.8011474609375
2024-06-28,182.38064575195312
2024-07-01,183.444580078125
2024-07-02,185.5525665283203
2024-07-03,186.32815551757812
2024-07-05,190.8722686767578
2024-07-08,189.400634765625
2024-07-09,189.36085510253906
2024-07-10,191.5682830810547
2024-07-11,186.23867797851562
2024-07-12,185.72161865234375
2024-07-15,187.1236114501953
2024-07-16,184.44886779785156
2024-07-17,181.5851593017578
2024-07-18,178.2044677734375
2024-07-19,178.37347412109375
2024-07-22,182.31103515625
2024-07-23,182.55963134765625
2024-07-24,173.38192749023438
2024-07-25,168.20144653320312
2024-07-26,167.7241668701172
2024-07-29,170.16029357910156
2024-07-30,170.8861541748047
2024-07-31,172.16883850097656
